,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
16,https://insights.blackcoffer.com/what-is-the-limitation-of-e-learning-classes/,22,66,-0.4999999943181819,0.10771113817905613,19.372093023255815,0.3659730722154223,7.8952264381884945,19.372093023255815,299,817,1877,3,7.1713586291309666
17,https://insights.blackcoffer.com/what-are-the-challenges-and-acceptance-of-e-learning-during-the-covid-19-for-students-and-teachers/,26,25,0.0196078427527874,0.11971830957812603,20.92,0.2136150234741784,8.453446009389673,20.92,91,426,805,5,6.377934272300469
18,https://insights.blackcoffer.com/problems-faced-by-students-in-online-classes-during-covid-19/,36,28,0.12499999804687503,0.08510638286555003,22.0,0.2925531914893617,8.917021276595746,22.0,220,752,1638,10,6.898936170212766
19,https://insights.blackcoffer.com/impact-of-covid-19-on-engineering-and-medical-college-during-this-pandemic-lockdown/,9,29,-0.5263157756232691,0.0974358971860618,11.91304347826087,0.20512820512820512,4.84726867335563,11.91304347826087,80,390,750,30,6.333333333333333
20,https://insights.blackcoffer.com/how-is-login-logout-time-tracking-for-employees-in-office-done-by-ai/,13,9,0.18181817355371938,0.058666666510222225,25.428571428571427,0.2906666666666667,10.287695238095239,25.428571428571427,109,375,780,4,6.621333333333333
21,https://insights.blackcoffer.com/how-does-ai-help-to-monitor-retail-shelf-watches/,20,3,0.7391304026465042,0.06927710822506895,21.75862068965517,0.3463855421686747,8.84200249272954,21.75862068965517,115,332,754,2,6.993975903614458
22,https://insights.blackcoffer.com/ai-and-its-impact-on-the-fashion-industry/,60,20,0.4999999937500001,0.08385744226010751,22.844155844155843,0.36792452830188677,9.284832148983092,22.844155844155843,351,954,2183,13,7.00314465408805
23,https://insights.blackcoffer.com/how-do-deep-learning-models-predict-old-and-new-drugs-that-are-successfully-treated-in-healthcare/,12,0,0.9999999166666736,0.05106382956994115,29.8,0.34893617021276596,12.059574468085108,29.8,82,235,542,1,7.178723404255319
24,https://insights.blackcoffer.com/how-artificial-intelligence-can-boost-your-productivity-level/,43,13,0.5357142761479594,0.0934891484248929,19.616666666666667,0.35058430717863104,7.98690038953812,19.616666666666667,210,599,1314,27,6.681135225375626
25,https://insights.blackcoffer.com/how-are-genetic-sequencing-maps-affected-by-deep-learning-and-ai/,36,13,0.4693877455226991,0.0834752979838581,21.037735849056602,0.444633730834753,8.592947831956542,21.037735849056602,261,587,1413,3,7.148211243611584
26,https://insights.blackcoffer.com/how-is-ai-used-to-solve-traffic-management/,41,33,0.10810810664718776,0.09158415830249485,21.758064516129032,0.375,8.853225806451613,21.758064516129032,303,808,1843,1,7.0495049504950495
27,https://insights.blackcoffer.com/benefits-of-big-data-in-different-fields/,53,15,0.5588235211937718,0.06868686861748802,19.752808988764045,0.39090909090909093,8.057487231869255,19.752808988764045,387,990,2356,9,7.05959595959596
28,https://insights.blackcoffer.com/how-big-data-will-impact-the-future-of-business/,65,8,0.7808219071120287,0.0837155962342711,19.475,0.3795871559633027,7.941834862385322,19.475,331,872,1998,3,6.879587155963303
29,https://insights.blackcoffer.com/how-will-ai-make-decisions-in-tomorrows-wars/,22,23,-0.022222221728395074,0.15517241325802617,14.292682926829269,0.3620689655172414,5.861900756938605,14.292682926829269,105,290,648,2,6.510344827586207
30,https://insights.blackcoffer.com/which-one-is-better-ai-or-big-data/,23,4,0.7037036776406045,0.07563025188899089,17.8,0.3753501400560224,7.270140056022409,17.8,134,357,837,2,6.764705882352941
31,https://insights.blackcoffer.com/how-robots-can-help-in-e-learning-platforms/,24,35,-0.18644067480609028,0.09147286807523586,19.47887323943662,0.29147286821705426,7.908138443061469,19.47887323943662,188,645,1368,32,6.768992248062015
32,https://insights.blackcoffer.com/how-does-big-data-help-in-finance-and-the-growth-of-large-firms/,25,20,0.11111110864197538,0.07812499986436632,20.166666666666668,0.3923611111111111,8.223611111111111,20.166666666666668,226,576,1312,4,6.739583333333333
33,https://insights.blackcoffer.com/future-of-work-robot-ai-and-automation/,16,5,0.5238094988662143,0.07317073145236679,23.791666666666668,0.4181184668989547,9.68391405342625,23.791666666666668,120,287,695,5,7.2578397212543555
34,https://insights.blackcoffer.com/how-ai-will-help-the-defense-power-of-a-country/,26,50,-0.31578946952908593,0.11550151958130468,14.73404255319149,0.3465045592705167,6.032218844984803,14.73404255319149,228,658,1466,10,6.71580547112462
35,https://insights.blackcoffer.com/future-of-ai-and-machine-roles-in-the-medical-sector/,27,13,0.34999999125000025,0.09456264753058476,26.942857142857143,0.3640661938534279,10.92276933468423,26.942857142857143,154,423,930,6,6.83451536643026
36,https://insights.blackcoffer.com/ai-in-healthcare-to-improve-patient-outcomes/,60,32,0.30434782277882805,0.09064039399936907,22.602564102564102,0.41379310344827586,9.206542882404952,22.602564102564102,420,1015,2418,1,7.261083743842365
37,https://insights.blackcoffer.com/what-if-the-creation-is-taking-over-the-creator/,54,37,0.18681318476029468,0.1463022505686459,19.788732394366196,0.3392282958199357,8.051184276074453,19.788732394366196,211,622,1331,6,6.652733118971061
38,https://insights.blackcoffer.com/what-jobs-will-robots-take-from-humans-in-the-future/,65,33,0.326530608912953,0.10937499987792969,19.788235294117648,0.4174107142857143,8.082258403361346,19.788235294117648,374,896,2183,3,7.337053571428571
39,https://insights.blackcoffer.com/will-machine-replace-the-human-in-the-future-of-work/,53,25,0.35897435437212366,0.10441767054294823,19.6144578313253,0.3078982597054886,7.968942436412316,19.6144578313253,230,747,1540,18,6.471218206157965
40,https://insights.blackcoffer.com/will-ai-replace-us-or-work-with-us/,45,24,0.3043478216761185,0.0851851850800183,20.878048780487806,0.362962962962963,8.496404697380308,20.878048780487806,294,810,1799,18,6.996296296296296
41,https://insights.blackcoffer.com/man-and-machines-together-machines-are-more-diligent-than-humans-blackcoffe/,42,22,0.31249999511718757,0.10561056088183075,21.694915254237287,0.3580858085808581,8.821200425127257,21.694915254237287,217,606,1355,21,6.882838283828383
42,https://insights.blackcoffer.com/in-future-or-in-upcoming-years-humans-and-machines-are-going-to-work-together-in-every-field-of-work/,22,11,0.33333332323232356,0.09243697453098887,16.02173913043478,0.3949579831932773,6.566678845451223,16.02173913043478,141,357,802,7,6.80672268907563
43,https://insights.blackcoffer.com/how-neural-networks-can-be-applied-in-various-areas-in-the-future/,54,36,0.1999999977777778,0.1296829969312925,22.5,0.3559077809798271,9.142363112391932,22.5,247,694,1557,18,6.982708933717579
44,https://insights.blackcoffer.com/how-machine-learning-will-affect-your-business/,32,13,0.4222222128395064,0.12931034445600476,20.02777777777778,0.2672413793103448,8.11800766283525,20.02777777777778,93,348,685,2,6.416666666666667
45,https://insights.blackcoffer.com/deep-learning-impact-on-areas-of-e-learning/,60,32,0.30434782277882805,0.0932117526917814,24.837209302325583,0.3485309017223911,10.07429608161919,24.837209302325583,344,987,2179,11,6.698074974670719
46,https://insights.blackcoffer.com/how-to-protect-future-data-and-its-privacy-blackcoffer/,44,54,-0.1020408152852978,0.0972222221257716,16.88695652173913,0.31845238095238093,6.882163561076604,16.88695652173913,321,1008,2189,0,6.716269841269841
47,https://insights.blackcoffer.com/how-machines-ai-automations-and-robo-human-are-effective-in-finance-and-banking/,30,19,0.22448979133694305,0.07967479661841496,21.21818181818182,0.44390243902439025,8.664833702882484,21.21818181818182,273,615,1506,10,7.515447154471545
48,https://insights.blackcoffer.com/ai-human-robotics-machine-future-planet-blackcoffer-thinking-jobs-workplace/,26,24,0.03999999920000002,0.07836990583327601,16.43243243243243,0.322884012539185,6.702126577988647,16.43243243243243,206,638,1340,6,6.498432601880878
49,https://insights.blackcoffer.com/how-ai-will-change-the-world-blackcoffer/,52,24,0.3684210477839336,0.11078717185016447,21.0,0.3688046647230321,8.547521865889214,21.0,253,686,1578,22,7.071428571428571
50,https://insights.blackcoffer.com/future-of-work-how-ai-has-entered-the-workplace/,59,20,0.4936708798269509,0.09777227710671747,19.228915662650603,0.34405940594059403,7.829190027436479,19.228915662650603,278,808,1769,11,6.773514851485149
51,https://insights.blackcoffer.com/ai-tool-alexa-google-assistant-finance-banking-tool-future/,24,0,0.999999958333335,0.09056603739409043,22.636363636363637,0.3886792452830189,9.210017152658663,22.636363636363637,103,265,632,0,7.350943396226415
52,https://insights.blackcoffer.com/ai-healthcare-revolution-ml-technology-algorithm-google-analytics-industrialrevolution/,75,39,0.31578947091412746,0.1623931621618331,226.625,0.34615384615384615,90.78846153846155,226.625,243,702,1548,16,6.9415954415954415
53,https://insights.blackcoffer.com/all-you-need-to-know-about-online-marketing/,22,0,0.9999999545454565,0.04517453789491881,16.446428571428573,0.38809034907597534,6.73380756820182,16.446428571428573,189,487,1082,0,6.942505133470226
54,https://insights.blackcoffer.com/evolution-of-advertising-industry/,14,5,0.47368418559556913,0.051630434642308605,16.547619047619047,0.4701086956521739,6.80709109730849,16.547619047619047,173,368,919,1,7.616847826086956
55,https://insights.blackcoffer.com/how-data-analytics-can-help-your-business-respond-to-the-impact-of-covid-19/,3,4,-0.1428571224489825,0.04575163368789782,23.46153846153846,0.42483660130718953,9.55455002513826,23.46153846153846,65,153,366,2,7.124183006535947
56,https://insights.blackcoffer.com/covid-19-environmental-impact-for-the-future/,30,39,-0.13043478071833653,0.13372092997340906,22.195652173913043,0.3817829457364341,9.030974047859791,22.195652173913043,197,516,1164,31,6.895348837209302
57,https://insights.blackcoffer.com/environmental-impact-of-the-covid-19-pandemic-lesson-for-the-future/,23,66,-0.4831460619871229,0.13146233363151796,23.637931034482758,0.35302806499261447,9.59638363979015,23.637931034482758,239,677,1504,2,6.915805022156573
58,https://insights.blackcoffer.com/how-data-analytics-and-ai-are-used-to-halt-the-covid-19-pandemic/,16,14,0.06666666444444451,0.08695652148708255,22.65625,0.3710144927536232,9.21090579710145,22.65625,128,345,769,4,6.730434782608696
59,https://insights.blackcoffer.com/difference-between-artificial-intelligence-machine-learning-statistics-and-data-mining/,55,37,0.19565217178638944,0.10685249697229675,20.815217391304348,0.3600464576074332,8.470105539564711,20.815217391304348,310,861,1907,10,6.7386759581881535
60,https://insights.blackcoffer.com/how-python-became-the-first-choice-for-data-science/,40,3,0.8604650962682536,0.12684365744293907,14.577777777777778,0.3480825958702065,5.970344149459194,14.577777777777778,118,339,769,4,6.943952802359882
61,https://insights.blackcoffer.com/how-google-fit-measure-heart-and-respiratory-rates-using-a-phone/,3,0,0.9999996666667778,0.01522842631863743,22.470588235294116,0.27411167512690354,9.097879964168408,22.470588235294116,54,197,384,0,6.395939086294416
62,https://insights.blackcoffer.com/what-is-the-future-of-mobile-apps/,20,9,0.37931033174791956,0.049403747786365,21.92,0.2504258943781942,8.868170357751278,21.92,147,587,1138,4,6.173764906303237
63,https://insights.blackcoffer.com/impact-of-ai-in-health-and-medicine/,21,8,0.4482758466111777,0.08579881631420469,23.8,0.40532544378698226,9.682130177514793,23.8,137,338,783,1,7.059171597633136
64,https://insights.blackcoffer.com/telemedicine-what-patients-like-and-dislike-about-it/,14,9,0.21739129489603065,0.13294797611012732,13.413793103448276,0.37572254335260113,5.515806258720351,13.413793103448276,65,173,415,0,7.393063583815029
65,https://insights.blackcoffer.com/how-we-forecast-future-technologies/,4,0,0.9999997500000625,0.04210526271468144,16.4,0.3684210526315789,6.707368421052632,16.4,35,95,217,2,7.252631578947368
66,https://insights.blackcoffer.com/can-robots-tackle-late-life-loneliness/,19,34,-0.2830188625845498,0.1484593833376488,14.709090909090909,0.2773109243697479,5.994560733384263,14.709090909090909,99,357,711,19,6.322128851540616
67,https://insights.blackcoffer.com/embedding-care-robots-into-society-socio-technical-considerations/,5,2,0.4285713673469475,0.0804597691901176,18.5,0.27586206896551724,7.510344827586207,18.5,24,87,182,1,6.482758620689655
68,https://insights.blackcoffer.com/management-challenges-for-future-digitalization-of-healthcare-services/,45,18,0.4285714217687076,0.10031847117783683,16.28985507246377,0.41878980891719747,6.683457952552387,16.28985507246377,263,628,1530,0,7.485668789808917
69,https://insights.blackcoffer.com/are-we-any-closer-to-preventing-a-nuclear-holocaust/,7,17,-0.41666664930555625,0.09448818860437722,17.225806451612904,0.31496062992125984,7.016306832613665,17.225806451612904,80,254,533,10,6.78740157480315
70,https://insights.blackcoffer.com/will-technology-eliminate-the-need-for-animal-testing-in-drug-development/,20,37,-0.2982456088027086,0.11974789890809265,21.1,0.3130252100840336,8.565210084033614,21.1,149,476,1020,7,6.630252100840337
71,https://insights.blackcoffer.com/will-we-ever-understand-the-nature-of-consciousness/,25,48,-0.31506848883467825,0.08588235284013841,22.905405405405407,0.44588235294117645,9.340515103338634,22.905405405405407,379,850,2047,16,7.461176470588235
72,https://insights.blackcoffer.com/will-we-ever-colonize-outer-space/,41,21,0.32258063995837677,0.08333333322132616,24.041666666666668,0.3064516129032258,9.739247311827958,24.041666666666668,228,744,1559,19,6.657258064516129
73,https://insights.blackcoffer.com/what-is-the-chance-homo-sapiens-will-survive-for-the-next-500-years/,29,22,0.1372548992695118,0.07774390232051234,21.0,0.31097560975609756,8.52439024390244,21.0,204,656,1374,18,6.521341463414634
74,https://insights.blackcoffer.com/why-does-your-business-need-a-chatbot/,23,7,0.5333333155555561,0.08498583545329792,13.044776119402986,0.3626062322946176,5.362952940679041,13.044776119402986,128,353,798,1,6.696883852691218
75,https://insights.blackcoffer.com/how-you-lead-a-project-or-a-team-without-any-technical-expertise/,37,8,0.6444444301234571,0.08137432173350033,24.396551724137932,0.31645569620253167,9.885202968136186,24.396551724137932,175,553,1148,4,6.6292947558770345
76,https://insights.blackcoffer.com/can-you-be-great-leader-without-technical-expertise/,26,6,0.6249999804687506,0.17297297203798392,27.764705882352942,0.42162162162162165,11.274531001589827,27.764705882352942,78,185,410,8,6.854054054054054
77,https://insights.blackcoffer.com/how-does-artificial-intelligence-affect-the-environment/,36,15,0.41176469780853536,0.06589147278308595,23.044117647058822,0.3785529715762274,9.36906824745402,23.044117647058822,293,774,1769,8,6.997416020671834
78,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes-2/,21,65,-0.5116279010275826,0.196796338222434,13.857142857142858,0.2837528604118993,5.656358287021903,13.857142857142858,124,437,869,13,6.327231121281464
79,https://insights.blackcoffer.com/is-perfection-the-greatest-enemy-of-productivity/,49,23,0.3611111060956791,0.14723926350257818,15.246575342465754,0.2556237218813906,6.200879625738858,15.246575342465754,125,489,936,5,6.155419222903886
80,https://insights.blackcoffer.com/global-financial-crisis-2008-causes-effects-and-its-solution/,19,31,-0.23999999520000012,0.08517887549373275,19.88135593220339,0.24190800681431004,8.04930557560708,19.88135593220339,142,587,1137,4,6.379897785349233
81,https://insights.blackcoffer.com/gender-diversity-and-equality-in-the-tech-industry/,28,23,0.09803921376393698,0.07083333323495371,14.787234042553191,0.37222222222222223,6.063782505910165,14.787234042553191,268,720,1666,9,6.954166666666667
82,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes/,21,75,-0.5624999941406251,0.2082429496567398,14.180555555555555,0.2928416485900217,5.789358881658231,14.180555555555555,135,461,929,15,6.379609544468547
83,https://insights.blackcoffer.com/how-small-business-can-survive-the-coronavirus-crisis/,37,28,0.138461536331361,0.09759759745105466,23.26865671641791,0.33483483483483484,9.441396620501099,23.26865671641791,223,666,1452,5,6.701201201201201
84,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,23,13,0.2777777700617286,0.09863013671608181,28.14814814814815,0.3178082191780822,11.386382546930493,28.14814814814815,116,365,815,1,6.931506849315069
85,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors/,35,24,0.18644067480609028,0.10016977911685945,29.525,0.3735144312393888,11.959405772495757,29.525,220,589,1365,1,7.169779286926995
86,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-tourism-aviation-industries/,30,45,-0.19999999733333337,0.09566326518410298,20.8375,0.3596938775510204,8.478877551020409,20.8375,282,784,1721,6,6.933673469387755
87,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-sports-events-around-the-world/,19,10,0.3103448168846615,0.01570113697038379,13.016064257028113,0.2701678397401191,5.314492838707293,13.016064257028113,499,1847,3550,2,6.295614510016242
88,https://insights.blackcoffer.com/changing-landscape-and-emerging-trends-in-the-indian-it-ites-industry/,33,42,-0.11999999840000003,0.09090909079889807,20.726190476190474,0.3406060606060606,8.426718614718615,20.726190476190474,281,825,1798,12,6.901818181818181
89,https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,27,67,-0.4255319103666818,0.11325301191174336,23.73015873015873,0.4036144578313253,9.653509275196022,23.73015873015873,335,830,1954,0,7.192771084337349
90,https://insights.blackcoffer.com/human-rights-outlook/,3,3,0.0,0.08571428448979594,19.625,0.2714285714285714,7.958571428571429,19.625,19,70,147,2,6.514285714285714
91,https://insights.blackcoffer.com/how-voice-search-makes-your-business-a-successful-business/,29,4,0.7575757346189171,0.07728337218434808,19.93617021276596,0.2810304449648712,8.08688026309233,19.93617021276596,120,427,850,2,6.555035128805621
92,https://insights.blackcoffer.com/how-the-covid-19-crisis-is-redefining-jobs-and-services/,34,31,0.04615384544378699,0.08496732015036952,15.398305084745763,0.39215686274509803,6.316184778996345,15.398305084745763,300,765,1719,6,6.861437908496732
93,https://insights.blackcoffer.com/how-to-increase-social-media-engagement-for-marketers/,42,14,0.49999999107142873,0.0682926828435455,19.280898876404493,0.3402439024390244,7.848457111537407,19.280898876404493,279,820,1787,5,6.839024390243902
94,https://insights.blackcoffer.com/impacts-of-covid-19-on-streets-sides-food-stalls/,27,30,-0.052631578024007405,0.11377245486272963,22.4468085106383,0.3193612774451098,9.106467915233365,22.4468085106383,160,501,1082,3,6.75249500998004
95,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets-2/,15,41,-0.4642857059948981,0.06436781601796802,22.0,0.39770114942528734,8.959080459770115,22.0,346,870,2034,1,7.044827586206897
96,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-5/,13,41,-0.5185185089163239,0.11946902628436057,19.408163265306122,0.3584070796460177,7.9066281379808565,19.408163265306122,162,452,1016,4,6.957964601769912
97,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-4/,31,45,-0.1842105238919668,0.13499111876555753,16.86111111111111,0.3285968028419183,6.875883165581212,16.86111111111111,185,563,1204,37,6.683836589698046
98,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-2/,20,26,-0.13043477977315696,0.09623430942210395,28.86842105263158,0.399581589958159,11.707201057035896,28.86842105263158,191,478,1109,12,7.02510460251046
99,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-3/,18,36,-0.33333332716049396,0.07448275851795481,18.060606060606062,0.3255172413793103,7.354449320794149,18.060606060606062,236,725,1553,4,6.6482758620689655
100,https://insights.blackcoffer.com/travel-and-tourism-outlook/,3,3,0.0,0.0779220769101029,20.0,0.22077922077922077,8.08831168831169,20.0,17,77,149,2,6.12987012987013
101,https://insights.blackcoffer.com/gaming-disorder-and-effects-of-gaming-on-health/,24,41,-0.261538457514793,0.12241054590883137,18.183333333333334,0.32015065913371,7.401393596986818,18.183333333333334,170,531,1117,13,6.559322033898305
102,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation/,5,24,-0.655172391200952,0.08978328145577931,18.147058823529413,0.33126934984520123,7.391331269349846,18.147058823529413,107,323,684,4,6.625386996904025
103,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation-2/,25,52,-0.35064934609546305,0.13628318559949879,21.132075471698112,0.40530973451327434,8.614954082484555,21.132075471698112,229,565,1323,2,7.136283185840708
104,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-office-space-and-co-working-industries/,21,34,-0.2363636320661158,0.13033175324565935,26.85,0.3127962085308057,10.865118483412324,26.85,132,422,861,6,6.691943127962086
105,https://insights.blackcoffer.com/contribution-of-handicrafts-visual-arts-literature-in-the-indian-economy/,4,2,0.33333327777778704,0.02816901395225815,15.44,0.3755868544600939,6.326234741784038,15.44,80,213,473,0,7.164319248826291
106,https://insights.blackcoffer.com/how-covid-19-is-impacting-payment-preferences/,12,3,0.5999999600000027,0.053571428380102044,17.02857142857143,0.23214285714285715,6.904285714285715,17.02857142857143,65,280,536,4,6.214285714285714
107,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,30,54,-0.2857142823129252,0.163742689739293,29.2,0.3937621832358674,11.837504873294348,29.2,202,513,1181,3,7.097465886939571
108,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis/,24,22,0.04347825992438566,0.1672727266644628,23.129032258064516,0.19636363636363635,9.33015835777126,23.129032258064516,54,275,498,42,5.807272727272728
109,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding/,6,36,-0.714285697278912,0.07777777763374485,20.12,0.3388888888888889,8.183555555555555,20.12,183,540,1159,1,6.785185185185185
110,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-2/,13,31,-0.40909089979338864,0.08888888870931538,19.557692307692307,0.39595959595959596,7.981460761460761,19.557692307692307,196,495,1146,0,7.228282828282828
111,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-3/,21,47,-0.3823529355536333,0.13385826745303492,19.764705882352942,0.35236220472440943,8.04682723483094,19.764705882352942,179,508,1112,2,7.011811023622047
112,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-3/,21,35,-0.24999999553571436,0.09195402283751392,22.125,0.3448275862068966,8.98793103448276,22.125,210,609,1348,10,6.74384236453202
113,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work/,39,46,-0.08235294020761247,0.1169188444058888,21.06756756756757,0.29298486932599727,8.544220974757428,21.06756756756757,213,727,1486,4,6.6547455295735904
114,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding-2/,19,44,-0.3968253905265811,0.06900328579517713,19.170212765957448,0.3669222343921139,7.814854000139825,19.170212765957448,335,913,2020,10,6.706462212486309
115,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-4/,22,25,-0.06382978587596201,0.14417177869885958,35.04,0.1901840490797546,14.092073619631902,35.04,62,326,576,44,5.763803680981595
116,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-2/,29,69,-0.4081632611411912,0.10594594583140979,24.253164556962027,0.3491891891891892,9.840941498460488,24.253164556962027,323,925,2035,13,6.92
117,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-3/,27,55,-0.34146341046995843,0.15018314990808948,15.936708860759493,0.19047619047619047,6.4508740204942745,15.936708860759493,104,546,1003,7,6.082417582417582
118,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-4/,8,14,-0.27272726033057904,0.12290502724634063,15.952380952380953,0.40782122905027934,6.544080872572493,15.952380952380953,73,179,442,1,7.441340782122905
119,https://insights.blackcoffer.com/why-scams-like-nirav-modi-happen-with-indian-banks/,40,88,-0.3749999970703125,0.1105354057767397,22.260416666666668,0.36183074265975823,9.04889896373057,22.260416666666668,419,1158,2534,4,6.796200345423143
120,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy/,31,60,-0.31868131517932624,0.15191986619045098,24.6,0.2621035058430718,9.94484140233723,24.6,157,599,1163,36,6.200333889816361
